title,description,answer,type,category,priority,language,tag
Push notifications missing for Marco Miller...,"User Marco Miller experienced an appplication crash on Samsung Galaxy S22 (OS iPadOS 17.4) when opening the Timesheet screen. Email marcomiller31@contoso.com / phone +1-263-345-6058. After MFA code 097737, the screen froze. Build v9.8.4, network Wi-Fi. Logs show error code APP-5001. Occurred since last Friday. Ref:590-739  Additional context: user cleared cache and rebooted.",Expanded geofence radius to 200m and updated kiosk firmware to v3.2.1; retry the punch.,Incident,Mobile App & UI issues,low,en,TimeOff
Clock-in failed for Luis Davis at Distribution East  Note: intermittent; occurs when switching from Wi-Fi to LTE.," Employee Luis Davis (ID EMP48509) reports clock-in problem at Distribution East. Phone +1-329-213-6367, email luisdavis406@contoso.com. GPS 43.810695,-79.476071. Issue started since last Friday. Manager Jonas Young unable to approve. Timesheet shows 7.5h instead of 8.5h. Device iPhone 12 (OS iPadOS 17.4), app v8.9.8, network 5G. Error code E_TIMEOUT. Ref:94-234   ","Enabled background refresh & pushed app config policy. If crash persists, send diagnostics via Settings -> Support.",Incident,Times & Attendance,high,en,MFA
Slow loading of schedule on Wi-Fi,"User Evelyn Stewart experienced an application crash on Samsung Galaxy S22 (OS iOS 16.7) when opening the Wallet screen. Email evelynstewart813@demo.co / phone +1-905-887-5242. After MFA code 758408, the screen froze. Build v7.1.2, network Wi-Fi. Logs show error code E_TIMEOUT. Occurred around lunch break. Ref:241-325  Observed that sync completes after 10–15 min then reverts.",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Mobile App & UI issues,low,en,Sync
Push notifications missing for Ines Phillips,"User Ines Phillips experienced an appplication crash on Galaxy A54 (OS Android 14) when opening teh Login screen. Email inesphillips757@sample.io / phone +1-400-446-4967. After MFA code 414829, teh screen froze. Build v10.8.0, network 5G. Logs show error code AUTH-401-MFA. Occurred yesterday 17:40. Ref:1309-798",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Mobile App & UI issues,medium,en,PDFExport
Login loop after MFA for Ana Brown,"Employee Joao Sanchez (ID EMP56154) reports clock-in problem at Clinic North. Phone +1-934-309-4730, email joaosanchez497@contoso.com. GPS 43.93544,-79.332114. Issue started end of quarter. Manager Emile Anderson unable to approve. Timesheet shows 8h instead of 7h. Device Pixel 7 (OS iOS 16.7), app v7.9.7, network LTE. Error code E_TIMEOUT. Ref:461-365  Additional context: user cleared cache and rebooted.",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Incident,Mobile App & UI issues,high,en,Biometric
Kiosk PIN rejected for Joao Perez,"Employee Joao Perez (ID EMP64922) reports clock-in problem at Warehouse A. Phone +1-319-394-7044, email joaoperez969@sample.io. GPS 44.032653,-79.36121. Issue started since last Friday. Manager Amelia Brown unable to appprove. Timesheet shows 8.5h instead of 7.5h. Device Galaxy A54 (OS Android 14), appp v7.4.2, network 5G. Error code CRASH-09. Ref:453-735",Expanded geofence radius to 200m and updated kiosk firmware to v3.2.1; retry teh punch.,Request,Times & Attendance,low,en,Cache
Timesheet not updating hours for Jia Miller,"Employee Jia Miller (ID EMP73146) reports clock-in problem at Clinic North. Phone +1-229-704-3729, email jiamiller525@acme.test. GPS 43.707271,-79.160989. Issue started today 08:15. Manager Jonas Gonzalez unable to approve. Timesheet shows 8h instead of 7h. Device OnePlus 10 (OS Android 13), app v10.7.5, network Wi-Fi. Error code PUNCH-403. Ref:1362-245  Observed that sync completes after 10–15 min then reverts.",Expanded geofence radius to 200m & updated kiosk firmware to v3.2.1; retry the punch.,Incident,Times & Attendance,medium,en,Schedule
Shift swap request not visible for team,"Employee Maxime Carter (ID EMP15349) reports clock-in problem at Warehouse A. Phone +1-378-300-8293, email maximecarter70@contoso.com. GPS 43.891041,-79.310357. Issue started yesterday 17:40. Manager Zoe Parker unable to approve. Timesheet shows 10h instead of 9h. Device Pixel 7 (OS Android 13), app v8.7.3, network 5G. Error code AUTH-401-MFA. Ref:425-417","Enabled background refresh and pushed app config policy. If crash persists, send diagnostics via Settings -> Support.",Incident,Times & Attendance,high,en,DevicePolicy
Push notifications missing for Arjun King...,"User Arjun King experienced an application crash on OnePlus 10 (OS Android 14) when opening the Settings screen. Email arjunking530@acme.test / phone +1-407-819-3031. After MFA code 656914, the screen froze. Build v8.7.5, network Corporate VPN. Logs show error code HTTP 504. Occurred after daylight saving change. Ref:200-894",Corrected pay policy rule for overtime after 40h; retro calculation queued & will reflect before payroll cutoff.,Request,Mobile App & UI issues,low,en,Kiosk
Shift swap request not visible for team,"Employee Mateo Davis (ID EMP85290) reports clock-in problem at HQ Toronto. Phone +1-303-376-1609, email mateodavis624@fabrikam.org. GPS 43.942349,-79.385841. Issue started since last Friday. Manager Henry Lopez unable to approve. Timesheet shows 8h instead of 8.5h. Device Pixel 7 (OS iOS 16.7), app v7.9.1, network Corporate VPN. Error code APP-5001. Ref:160-962",Expanded geofence radius to 200m & updated kiosk firmware to v3.2.1; retry teh punch.,Incident,Times & Attendance,low,en,Timesheet
Timesheet not updating hours for Mia Turner,Employee Mia Turner (ID EMP86424) reports clock...,Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Problem,Times & Attendance,low,en,Biometric
Punch recorded twice for Noah Reed," Employee Noah Reed (ID EMP57748) reports clock-in problem at Clinic North. Phone +1-821-996-5098, email noahreed817@contoso.com. GPS 43.865245,-79.382227. Issue started today 08:15. Manager Isha Reed unable to approve. Timesheet shows 8h instead of 7h. Device Galaxy A54 (OS iOS 17.4), app v7.9.1, network Wi-Fi. Error code APP-5001. Ref:1302-143   ",Expanded geofence radius to 200m and updated kiosk firmware to v3.2.1; retry the punch.,Incident,Times & Attendance,medium,en,UI-Bug
Overtime calculation appears off for Isabella Lee,"Employee Isabella Lee (ID EMP81261) reports clock-in problem at HQ Toronto. Phone +1-828-315-9432, email isabellalee977@acme.test. GPS 44.060023,-79.31414. Issue started today 08:15. Manager Ethan Edwards unable to approve. Timesheet shows 10h instead of 12h. Device iPhone 14 Pro (OS iOS 17.4), app v8.7.6, network LTE. Error code E_TIMEOUT. Ref:1689-504",Cleared appp cache and forced a re-sync; verify location services and try again near site perimeter.,Request,Times & Attendance,low,en,Timezone
Geofencing blocks punch at Office NYC,"Employee Noah Stewart (ID EMP96198) reports clock-in problem at Office NYC. Phone +1-885-911-4392, email noahstewart358@demo.co. GPS 43.912597,-79.29209. Issue started since last Friday. Manager Harper Thomas unable to approve. Timesheet shows 7.5h instead of 6.5h. Device OnePlus 10 (OS iOS 17.4), app v10.3.1, network Corporate VPN. Error code E_TIMEOUT. Ref:1354-922",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Request,Times & Attendance,high,en,Timesheet
Overtime calculation appears off for Ava Johnson,"Employee Ava Johnson (ID EMP46772) reports clock-in problem at Clinic North. Phone +1-637-487-6315, email avajohnson766@contoso.com. GPS 44.074378,-79.213378. Issue started today 08:15. Manager Luis Green unable to approve. Timesheet shows 10h instead of 10.5h. Device iPad Mini (OS Android 13), app v7.0.2, network Corporate VPN. Error code APP-5001. Ref:360-337  Observed that sync completes after 10–15 min then reverts.",Expanded geofence radius to 200m and updated kiosk firmware to v3.2.1; retry the punch.,Problem,Times & Attendance,low,en,Crash
Profile picture upload fails,"User Sofia Lee experienced an application crash on OnePlus 10 (OS iOS 17.4) when opening the Schedule screen. Email sofialee601@acme.test / phone +1-614-450-4692. After MFA code 183396, the screen froze. Build v10.1.1, network LTE. Logs show error code CRASH-09. Occurred end of quarter. Ref:1295-989",Cleared app cache & forced a re-sync; verify location services & try again near site perimeter.,Incident,Mobile App & UI issues,low,en,ShiftSwap
Schedule missing shifts for Marco Harris  Note: intermittent; occurs when switching from Wi-Fi to LTE.,"Employee Marco Harris (ID EMP60219) reports clock-in problem at Call Center West. Phone +1-241-857-7317, email marcoharris451@fabrikam.org. GPS 43.682827,-79.665384. Issue started yesterday 17:40. Manager Neha King unable to approve. Timesheet shows 7.5h instead of 8.5h. Device Galaxy A54 (OS iPadOS 17.4), app v8.7.4, network Corporate VPN. Error code APP-5001. Ref:500-139",Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Request,Times & Attendance,medium,en,Geofence
App crashes on launch for Bruna Morgan (iPad Mini),User Bruna Morgan experienced an application crash on iPad Mini (OS...,Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Problem,Mobile App & UI issues,high,en,Session
Shift swap request not visible for team,"Employee Amelia Roberts (ID EMP63764) reports clock-in problem at Plant 3 - Dock. Phone +1-743-478-5198, email ameliaroberts593@acme.test. GPS 43.673426,-79.297821. Issue started after update this morning. Manager Diego Gonzalez unable to approve. Timesheet shows 9h instead of 8h. Device Pixel 8 (OS Android 14), app v7.2.7, network Corporate VPN. Error code HTTP 504. Ref:1709-202",Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Incident,Times & Attendance,medium,en,Login
App crashes on launch for Luca Lee (Samsung Galaxy S22),"User Luca Lee experienced an appplication crash on Samsung Galaxy S22 (OS iOS 16.7) when opening the Punch screen. Email lucalee631@sample.io / phone +1-550-978-1199. After MFA code 418296, the screen froze. Build v10.4.0, network 5G. Logs show error code APP-5001. Occurred after update this morning. Ref:1837-900",Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Question,Mobile App & UI issues,high,en,DevicePolicy
Login loop after MFA for Sophia Hall,"User Sophia Hall experienced an application crash on Samsung Galaxy S22 (OS iPadOS 17.4) when opening the Schedule screen. Email sophiahall146@acme.test / phone +1-206-286-1549. After MFA code 477265, the screen froze. Build v10.9.9, network 5G. Logs show error code CRASH-09. Occurred during night shift. Ref:309-562",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Incident,Mobile App & UI issues,medium,en,Slow
Kiosk PIN rejected for Emile Baker  Note: intermittent; occurs when switching from Wi-Fi to LTE.,"Employee Emile Baker (ID EMP25152) reports clock-in problem at HQ Toronto. Phone +1-702-509-5185, email emilebaker679@sample.io. GPS 43.798569,-79.468614. Issue started during night shift. Manager Sofia Collins unable to approve. Timesheet shows 9h instead of 11h. Device iPhone 14 Pro (OS Android 14), app v8.6.8, network 5G. Error code AUTH-401-MFA. Ref:1430-332",Expanded geofence radius to 200m and updated kiosk firmware to v3.2.1; retry teh punch.,Incident,Times & Attendance,low,en,ManagerApproval
Timesheet not updating hours for Grace Campbell  Note: intermittent; occurs when switching from Wi-Fi to LTE.,Employee Grace Campbell (ID EMP31770) ...,"Enabled background refresh and pushed app config policy. If crash persists, send diagnostics via Settings -> Support.",Request,Times & Attendance,low,en,Overtime
Geofencing blocks punch at Plant 3 - Dock  Observed that sync completes after 10–15 min then reverts.,"Employee Joao Sanchez (ID EMP56154) reports clock-in problem at Clinic North. Phone +1-934-309-4730, email joaosanchez497@contoso.com. GPS 43.93544,-79.332114. Issue started end of quarter. Manager Emile Anderson unable to approve. Timesheet shows 8h instead of 7h. Device Pixel 7 (OS iOS 16.7), app v7.9.7, network LTE. Error code E_TIMEOUT. Ref:461-365  Additional context: user cleared cache and rebooted.",Reset session token & invalidated stale refresh token; please sign out/in & confirm timesheet sync in 10 minutes.,Request,Times & Attendance,low,en,Geofence
Overtime calculation appears off for Harper Roberts,Employee Harper Roberts (ID EMP88880) reports clock-in problem at...,Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Incident,Times & Attendance,low,en,PayrollCutoff
Timesheet not updating hours for Joao Johnson,"Employee Joao Johnson (ID EMP96695) reports clock-in problem at Retail Store #214. Phone +1-406-416-2356, email joaojohnson819@mailinator.com. GPS 44.067263,-79.239807. Issue started around lunch break. Manager Emile Morgan unable to approve. Timesheet shows 10h instead of 12h. Device iPhone 14 Pro (OS iPadOS 17.4), app v10.2.8, network 5G. Error code HTTP 504. Ref:564-580",Expanded geofence radius to 200m and updated kiosk firmware to v3.2.1; retry the punch.,Request,Times & Attendance,low,en,Timezone
Shift swap request not visible for team,Employee Sofia Turner (ID EMP74866) reports clock-in problem...,Expanded geofence radius to 200m and updated kiosk firmware to v3.2.1; retry teh punch.,Incident,Times & Attendance,low,en,PayrollCutoff
